"","id","mean.id","sd.id"
"1",0,1.70293184286701,2.5250395688176
"2",1,0.549909836065574,0.380921175857292
"3",2,0.94496822074215,0.834050164951595
"4",3,0.653032128514056,0.720833259272402
"5",4,0.867381837160752,0.818900380896603
"6",5,1.09640493827161,1.11526751840055
"7",6,0.520323144104804,0.400948875024053
"8",7,0.568898454746137,0.50987907495962
"9",8,0.888350515463918,0.933491657396993
"10",9,0.591968458781362,0.506478581799583
"11",10,0.60006393442623,0.47073303382245
"12",11,0.578687389380531,0.578919767346612
"13",12,1.08116530612245,1.45307710441024
"14",13,1.22005882352941,1.06640043908027
"15",14,1.00066666666667,1.36907048014039
"16",15,0.701264705882353,0.890374615475056
"17",16,0.966036507936508,0.949770490154466
"18",17,1.11236767498267,1.49296094401971
"19",18,1.08082142857143,1.35129845776014
"20",19,0.519210969387755,0.572353209546195
"21",20,0.778046875,0.900071343273567
"22",21,0.99155787037037,1.00644997680361
"23",22,1.22812751677852,1.29984276745924
"24",23,1.28083333333333,2.18587632593609
"25",24,5.34498335170893,6.449873535059
"26",25,1.77611231101512,2.22422864792899
"27",26,6.48716965742251,8.08487204268933
"28",27,5.38013563829787,5.21168823935391
"29",28,0.443347368421053,0.544671498729161
"30",29,8.91933144192256,7.47613362334482
"31",30,2.5173162244898,3.42987012857465
"32",31,2.57792960662526,3.86195791549993
"33",32,3.28065749235474,2.71964463753711
"34",33,2.83287553648069,2.39008019246447
"35",34,3.09898787878788,2.99460460103826
"36",35,2.75639278937381,2.95276841347202
"37",36,4.30143434343434,5.78921181548638
"38",37,6.64396378269618,6.67178823470032
"39",38,3.07648306772908,3.26116598508686
"40",39,1.55232892670157,1.86841173651064
"41",40,2.5357619047619,2.1998001251196
"42",41,1.13606172839506,1.39751559975041
"43",42,0.348977941176471,0.325391307411525
"44",43,1.06638961038961,1.31305518739838
"45",44,1.27883414634146,2.71099442139152
"46",45,1.95869468822171,1.99453875462438
"47",46,1.05044505494506,0.993186852875769
"48",47,1.36247266055046,1.20286905965445
"49",48,1.534609375,1.31294623999502
"50",49,1.7258679245283,1.65361207427355
"51",50,2.31488362068966,2.08594250789753
"52",51,1.55357512953368,1.59805416372899
"53",52,1.53704873341375,1.5622227525975
"54",53,0.556094827586207,0.285434063865313
"55",54,0.56859009009009,0.433044529171355
"56",55,0.66604881748072,0.324710809437778
"57",56,0.643647951441578,0.333600958148672
"58",57,0.418460706401766,0.322986082677009
"59",58,0.696703980099503,0.480294698015422
"60",59,0.590335555555556,0.342427429052179
"61",60,0.612994039735099,0.484331239670779
"62",61,0.576535031847134,0.32825096966409
"63",62,1.02293525179856,0.898096147697523
"64",63,0.371703694581281,0.313176951142732
"65",64,0.757893480546793,0.697053122055972
"66",65,0.608169696969697,0.63410664038101
"67",66,0.832386243386243,0.837723363631879
"68",67,0.521467727272727,0.458481164379187
"69",68,0.747620803782506,0.666923249129676
"70",69,0.276626666666667,0.147463305201506
"71",70,0.255166666666667,0.142289840276224
"72",71,1.43160053475936,2.13312533804934
"73",72,2.36320544217687,3.68939328939515
"74",73,1.92995833333333,2.21317670980465
"75",74,3.06979505376344,3.14227470174139
"76",75,2.50985222929936,2.68340979276201
"77",76,2.67306556962025,3.10182893040245
"78",77,2.75940974212034,2.94493580438925
"79",78,2.47086981818182,2.61159661611946
"80",79,1.83495984848485,1.7194135647645
"81",80,2.3847908496732,2.3890782436901
"82",81,2.63136633663366,2.40346585048664
"83",82,1.64036082474227,1.61072311779502
"84",83,2.21010640569395,2.14425492856449
"85",84,3.04450588235294,2.91336303818678
"86",85,2.64493666666667,2.78167966801553
"87",86,2.48766163793103,2.35770029067348
"88",87,2.58517203166227,2.89865334931244
"89",88,2.94537777777778,3.07043129506608
"90",89,2.54360784313725,2.45242762384386
"91",90,2.47725862068966,2.95386750086115
"92",91,1.80345822102426,1.79981698326519
"93",92,1.99559183673469,2.05104899907307
"94",93,2.82555432692308,3.30251889778791
"95",94,2.43883777777778,2.97852632877596
"96",95,2.2727380952381,2.40959592232655
"97",96,2.73225701657459,3.05843741874478
"98",97,1.74329593495935,2.14336356415487
"99",98,2.07593853333333,2.36134421166203
"100",99,1.0193234439834,1.04229425993493
"101",100,0.575614953271028,0.718746132892467
"102",101,2.267859375,2.63093399353222
"103",102,1.91584563758389,1.78741339130506
"104",103,1.7569716553288,1.70019240949617
"105",104,1.63754896907216,1.4966910376545
"106",105,1.89726666666667,1.64635663042148
"107",106,1.72148648648649,1.75437327718627
"108",107,3.02,2.71864549607582
"109",108,1.7833384279476,1.81553556519782
"110",109,0.94401347826087,0.845024569985204
"111",110,1.53947717842324,1.45495963020239
"112",111,0.615598214285714,0.577672831898142
"113",112,1.62763265306122,1.46022810779626
"114",113,0.549642406876791,0.53274324052298
"115",114,0.699401708278581,0.665278465131805
"116",115,1.4937402173913,1.64077738942625
"117",116,1.7296273955774,1.59530604384519
"118",117,1.09218541666667,1.23082662509427
"119",118,0.718333333333333,0.468664705371128
"120",119,1.97976282051282,1.52555384384811
"121",120,0.862744350282486,0.904192236516239
"122",121,1.10866247832939,1.05664796615763
"123",122,2.54140335195531,2.97015606093027
"124",123,0.914932142857143,1.5106480594392
"125",124,2.40029575971731,2.37316892455005
"126",125,2.58570679156909,2.89140993237201
"127",126,1.9769712962963,2.53390471455409
"128",127,1.22830957683742,1.70321680840939
"129",128,2.38397955665025,2.44459464902169
"130",129,3.20738888888889,2.78312046544113
"131",130,1.76557450980392,2.60702469902454
"132",131,1.15095658536585,1.73649299500008
"133",132,2.39985415162455,2.5574001808532
"134",133,2.76955945399393,2.77329340155298
"135",134,2.15688461538462,2.68127416207075
"136",135,3.32307142857143,3.30349294367641
"137",136,2.74296201923077,2.78406227021479
"138",137,3.02,2.58801081914276
"139",138,2.23879701149425,2.8383574211157
"140",139,1.8987927480916,2.96006299808453
"141",140,2.5743273381295,3.1847295476921
"142",141,2.49771808510638,2.7424400529753
"143",142,0.816071428571429,0.762631022325515
"144",143,0.60489802955665,0.666272779370996
"145",144,0.579868526466381,0.495261941760541
"146",145,0.874423868312757,0.937161970666043
"147",146,0.935924528301887,0.764205314967944
"148",147,0.872260912052117,0.741633465462954
"149",148,2.04848174224344,2.38258984367156
"150",149,2.02750239520958,2.00571512568857
"151",150,1.86316942857143,1.99063315549369
"152",151,1.49960210084034,1.82094890917532
"153",152,1.1923822556391,1.41671927100866
"154",153,1.40881405405405,1.60354345422381
"155",154,2.29842427797834,2.4723327474935
